Jitter:DDP_Low,Jitter:DDP_Med,Jitter:DDP_High,MDVP:APQ_Low,MDVP:APQ_Med,MDVP:APQ_High,HNR_Low,HNR_Med,HNR_High,PPE_Low,PPE_Med,PPE_High,Shimmer_Ratio_Low,Shimmer_Ratio_Med,Shimmer_Ratio_High
0.62569,0.0,0.0,0.53478,0.0,0.0,0.0,0.17673,0.22459,0.68557,0.0,0.0,0.0,0.57101,0.12643
0.0,0.0,0.095,0.0,0.45961,0.05037,0.18506,0.12539,0.0,0.0,0.45512,0.09633,0.0,0.0,0.48546
0.0,0.0,0.13564,0.0,0.30251,0.06501,0.15435,0.27052,0.0,0.0,0.45359,0.0966,0.01599,0.93666,0.0
0.0,0.0,0.20971,0.0,0.0,0.13102,0.12804,0.39487,0.0,0.05665,0.85035,0.0,0.0,0.0,0.63194
0.0,0.0,0.11453,0.0,0.0,0.15136,0.0269,0.87288,0.0,0.3484,0.07968,0.0,0.0,0.0,1.0
0.0,0.0,0.11576,0.0,0.0,0.09396,0.13347,0.36924,0.0,0.08842,0.76643,0.0,0.0,0.719,0.08281
0.0,0.0,0.14989,0.0,0.0,0.15981,0.25762,0.0,0.0,0.0,0.16969,0.1468,0.0,0.10923,0.26251
0.38349,0.16567,0.0,0.43451,0.07143,0.0,0.0,0.0,0.33361,0.03926,0.89629,0.0,0.0,0.0,0.4687
0.0,0.86052,0.00985,0.0,0.8833,0.01088,0.0,0.30012,0.19093,0.0,0.46699,0.09423,0.0,0.0,0.36029
0.0,0.92279,0.00545,0.0,0.99551,0.00042,0.0,0.0,0.30587,0.0,0.14373,0.15139,0.0,0.0,0.64186
0.0,0.79577,0.01443,0.10027,0.78571,0.0,0.0,0.0,0.28389,0.0,0.41337,0.10371,0.0,0.0,0.56682
0.0,0.84807,0.01073,0.0,0.21185,0.07346,0.0,0.57031,0.11722,0.00103,0.99688,7e-05,0.0,0.0,0.83189
0.13211,0.71257,0.0,0.17164,0.6332,0.0,0.0,0.0,0.34072,0.0,0.34346,0.11607,0.0,0.0,0.61552
0.0,0.38979,0.0431,0.0,0.43537,0.05263,0.01539,0.92726,0.0,0.0,0.0,0.19792,0.0,0.0,0.38232
0.0,0.0,0.19634,0.0,0.71903,0.02619,0.21145,0.00186,0.0,0.0,0.0,0.25171,0.0,0.0,0.44043
0.0,0.0,0.07372,0.0,0.05745,0.08785,0.22208,0.0,0.0,0.0,0.0,0.40181,0.0,0.0,0.38481
0.0,0.0,0.09395,0.0,0.67325,0.03046,0.17781,0.15968,0.0,0.0,0.0,0.19975,0.0,0.0,0.43731
0.0,0.24284,0.05348,0.06775,0.85521,0.0,0.11353,0.46346,0.0,0.0,0.0,0.21187,0.0,0.0,0.40521
0.01284,0.97206,0.0,0.24752,0.47104,0.0,0.0,0.94683,0.0145,0.11217,0.70371,0.0,0.0,0.0,0.51016
0.0,0.0,0.08885,0.0,0.0,0.1409,0.60041,0.0,0.0,0.0,0.18429,0.14422,0.0,0.0,0.3347
0.16514,0.64072,0.0,0.0,0.05655,0.08794,0.43308,0.0,0.0,0.0,0.89191,0.01911,0.0,0.30741,0.20411
0.4789,0.0,0.0,0.0,0.14004,0.08015,0.45155,0.0,0.0,0.33068,0.1265,0.0,0.0,0.13772,0.25411
0.0,0.71856,0.01988,0.0,0.0,0.23904,0.59828,0.0,0.0,0.0,0.54319,0.08076,0.0,0.0,0.39105
0.07156,0.84431,0.0,0.0,0.0,0.249,0.53841,0.0,0.0,0.00073,0.99622,0.00033,0.0,0.0,0.38314
0.0,0.0,0.07442,0.0,0.0,0.1363,0.74897,0.0,0.0,0.0,0.0,0.41414,0.0,0.84961,0.04432
0.0,0.0,0.07248,0.0,0.0,0.2751,0.75792,0.0,0.0,0.0,0.0,0.32371,0.0,0.20681,0.23376
0.14128,0.69261,0.0,0.0,0.0,0.32329,0.17744,0.16141,0.0,0.40084,0.0,0.0,0.0,0.0,0.29818
0.00201,0.99039,0.00037,0.0,0.0,0.10249,0.24223,0.0,0.0,0.05057,0.86643,0.0,0.0,0.0,0.44734
0.3211,0.3014,0.0,0.0,0.0,0.21519,0.08179,0.61344,0.0,0.22233,0.41272,0.0,0.0,0.0,0.39299
0.29725,0.35329,0.0,0.0,0.15799,0.07848,0.0,0.95519,0.01222,0.22233,0.41272,0.0,0.0,0.01179,0.29123
0.26972,0.41317,0.0,0.0,0.33124,0.06233,0.02873,0.86422,0.0,0.19484,0.48534,0.0,0.0,0.03864,0.28332
0.39266,0.14571,0.0,0.0,0.11759,0.08225,0.0,0.80672,0.05273,0.28319,0.25194,0.0,0.0,0.79628,0.06004
0.0,0.0,0.2602,0.0,0.0,0.10559,0.4945,0.0,0.0,0.0,0.0,0.43973,0.0,0.21273,0.23201
0.0,0.0,0.30419,0.0,0.0,0.1742,0.48754,0.0,0.0,0.0,0.0,0.199,0.0,0.49423,0.14905
0.0,0.0,0.47977,0.0,0.0,0.33107,0.70727,0.0,0.0,0.0,0.0,0.55331,0.0,0.71421,0.08422
0.0,0.0,1.0,0.0,0.0,0.36563,0.96878,0.0,0.0,0.0,0.0,0.53075,0.0,0.0,0.61422
0.0,0.0,0.34606,0.0,0.0,0.28012,0.51488,0.0,0.0,0.0,0.0,0.48851,0.04678,0.81467,0.0
0.0,0.0,0.84694,0.0,0.0,0.35115,0.8499,0.0,0.0,0.0,0.0,0.75219,0.0,0.0,0.67652
0.79633,0.0,0.0,0.73803,0.0,0.0,0.0,0.0,0.42638,0.53582,0.0,0.0,0.49552,0.0,0.0
0.95413,0.0,0.0,0.86269,0.0,0.0,0.0,0.0,0.5769,0.6746,0.0,0.0,0.54605,0.0,0.0
0.73394,0.0,0.0,0.69286,0.0,0.0,0.0,0.0,0.48677,0.54291,0.0,0.0,0.28602,0.0,0.0
1.0,0.0,0.0,0.8112,0.0,0.0,0.0,0.0,0.69887,0.58357,0.0,0.0,0.27994,0.0,0.0
0.73945,0.0,0.0,0.50497,0.0,0.0,0.0,0.0,0.43313,0.59354,0.0,0.0,0.68462,0.0,0.0
0.96147,0.0,0.0,0.75248,0.0,0.0,0.0,0.0,0.71547,0.52786,0.0,0.0,0.62764,0.0,0.0
0.0,0.0,0.10591,0.0,0.7684,0.02159,0.01107,0.9477,0.0,0.05605,0.85194,0.0,0.0,0.0,0.59085
0.0,0.09589,0.06386,0.0,0.97666,0.00218,0.0,0.61411,0.10527,0.0,0.34719,0.11541,0.0537,0.78725,0.0
0.0,0.11333,0.06263,0.46883,0.0,0.0,0.0,0.89233,0.02937,0.38566,0.0,0.0,0.0,0.55613,0.13081
0.0,0.0,0.13318,0.0533,0.8861,0.0,0.05717,0.72982,0.0,0.0,0.0,0.22228,0.0,0.68497,0.09284
0.0,0.46451,0.03783,0.47425,0.0,0.0,0.0,0.46965,0.14468,0.10862,0.71307,0.0,0.11992,0.52487,0.0
0.0,0.61146,0.02745,0.20054,0.57143,0.0,0.0162,0.92345,0.0,0.52525,0.0,0.0,0.02182,0.91355,0.0
0.0,0.0,0.08128,0.50136,0.0,0.0,0.0,0.4623,0.14669,0.0,0.0,0.24109,0.71603,0.0,0.0
0.19633,0.57285,0.0,0.46432,0.00865,0.0,0.0,0.0,0.38962,0.16012,0.57703,0.0,0.83797,0.0,0.0
0.03303,0.92814,0.0,0.15718,0.66409,0.0,0.0,0.0,0.32886,0.0,0.0,0.2662,0.6674,0.0,0.0
0.50826,0.0,0.0,0.60976,0.0,0.0,0.0,0.01856,0.26774,0.0,0.01714,0.17377,0.343,0.0,0.0
0.67523,0.0,0.0,0.67841,0.0,0.0,0.0,0.16536,0.2277,0.0,0.54845,0.07983,0.04233,0.83229,0.0
0.04771,0.89621,0.0,0.08311,0.82239,0.0,0.0,0.11119,0.24247,0.27838,0.26466,0.0,0.78359,0.0,0.0
0.22202,0.51697,0.0,0.65221,0.0,0.0,0.0,0.0,0.46351,0.0,0.30833,0.12228,0.5307,0.0,0.0
0.0,0.0,0.08251,0.0,0.0,0.11663,0.27704,0.0,0.0,0.0,0.39182,0.10752,0.0,0.0,0.54508
0.0,0.0,0.13512,0.0,0.90575,0.00879,0.24194,0.0,0.0,0.0,0.63499,0.06453,0.0,0.26883,0.21548
0.0,0.0,0.08093,0.09575,0.79537,0.0,0.21174,0.00149,0.0,0.08066,0.78693,0.0,0.0,0.1879,0.23933
0.0,0.0,0.08673,0.0,0.89408,0.00987,0.23659,0.0,0.0,0.0,0.51349,0.08601,0.04206,0.83337,0.0
0.0,0.66625,0.02357,0.0,0.61131,0.03623,0.28635,0.0,0.0,0.0,0.66011,0.06009,0.0,0.88982,0.03247
0.0,0.11582,0.06246,0.0,0.57361,0.03974,0.27521,0.0,0.0,0.0,0.95775,0.00747,0.0,0.51592,0.14266
0.19817,0.56886,0.0,0.91689,0.0,0.0,0.0,0.0,0.43395,0.54304,0.0,0.0,0.05829,0.76904,0.0
0.73394,0.0,0.0,0.83379,0.0,0.0,0.0,0.0,0.3908,0.0701,0.81484,0.0,0.46646,0.0,0.0
0.0,0.85305,0.01038,0.57091,0.0,0.0,0.0,0.37669,0.17004,0.16139,0.57367,0.0,0.22659,0.10221,0.0
0.14312,0.68862,0.0,0.46612,0.00501,0.0,0.0,0.0,0.35869,0.15665,0.58622,0.0,0.39188,0.0,0.0
0.4422,0.03792,0.0,0.82294,0.0,0.0,0.0,0.56395,0.11896,0.0,0.35245,0.11448,0.01404,0.94439,0.0
0.44954,0.02196,0.0,0.83379,0.0,0.0,0.0,0.0,0.32239,0.35202,0.07014,0.0,0.43411,0.0,0.0
0.0,0.69116,0.02182,0.0,0.0,0.15269,0.36829,0.0,0.0,0.0,0.168,0.1471,0.0,0.41796,0.17153
0.03303,0.92814,0.0,0.0,0.0,0.12467,0.32087,0.0,0.0,0.0,0.41846,0.10281,0.0,0.56974,0.1268
0.16697,0.63673,0.0,0.0,0.0,0.21285,0.22515,0.0,0.0,0.0,0.0,0.19621,0.29591,0.0,0.0
0.0,0.94271,0.00405,0.0,0.0,0.19311,0.39123,0.0,0.0,0.0,0.0,0.24103,0.0,0.2445,0.22265
0.06239,0.86427,0.0,0.0,0.0,0.21963,0.34587,0.0,0.0,0.0,0.74309,0.04542,0.0,0.41683,0.17186
0.37982,0.17365,0.0,0.0,0.1526,0.07898,0.24069,0.0,0.0,0.06066,0.83975,0.0,0.20932,0.17065,0.0
0.09725,0.78842,0.0,0.0,0.10413,0.0835,0.25982,0.0,0.0,0.0,0.0,0.24955,0.03931,0.84423,0.0
0.0,0.0,0.0943,0.0,0.0,0.22072,0.47178,0.0,0.0,0.0,0.36077,0.11301,0.0,0.0,0.7629
0.37248,0.18962,0.0,0.0,0.36804,0.0589,0.24795,0.0,0.0,0.0,0.73172,0.04743,0.0,0.0,0.60152
0.33211,0.27745,0.0,0.28907,0.38224,0.0,0.24905,0.0,0.0,0.03358,0.91131,0.0,0.0,0.0,0.3399
0.82202,0.0,0.0,0.0,0.83842,0.01506,0.10298,0.51334,0.0,0.22922,0.39452,0.0,0.0,0.03397,0.28469
0.44587,0.02994,0.0,0.0,0.92549,0.00694,0.12599,0.40457,0.0,0.0,0.34142,0.11643,0.0,0.42918,0.16822
0.0,0.0,0.32372,0.0,0.0,0.58417,0.71284,0.0,0.0,0.0,0.0,0.79047,0.4564,0.0,0.0
0.0,0.0,0.31615,0.0,0.0,0.37927,0.56567,0.0,0.0,0.0,0.0,0.42611,0.40863,0.0,0.0
0.0,0.0,0.39374,0.0,0.0,0.41817,0.71731,0.0,0.0,0.0,0.0,0.67383,0.30109,0.0,0.0
0.0,0.0,0.3531,0.0,0.0,0.38772,0.52008,0.0,0.0,0.0,0.0,0.22837,0.28461,0.0,0.0
0.0,0.0,0.43561,0.0,0.0,0.3709,0.70038,0.0,0.0,0.0,0.0,0.32233,0.48766,0.0,0.0
0.0,0.0,0.81844,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.40349,0.0,0.0
0.0,0.0,0.69599,0.0,0.0,0.54317,0.92612,0.0,0.0,0.0,0.0,0.78204,0.26237,0.0,0.0
0.0,0.0,0.07301,0.0,0.79354,0.01924,0.04141,0.8043,0.0,0.17036,0.55,0.0,7e-05,0.99934,0.00011
0.0,0.0,0.07565,0.0,0.82765,0.01606,0.01913,0.90959,0.0,0.0,0.09367,0.16024,0.0,0.0728,0.27325
0.0,0.20797,0.05595,0.0,0.48294,0.04819,0.0,0.8843,0.03156,0.0,0.79281,0.03663,0.0,0.66959,0.09737
0.0,0.0,0.08744,0.04968,0.89382,0.0,0.0,0.70975,0.07918,0.0,0.55031,0.0795,0.02345,0.90709,0.0
0.0,0.0,0.45778,0.0,0.02154,0.0912,0.22061,0.0,0.0,0.0,0.0,0.20176,0.0,0.89877,0.02983
0.0,0.0,0.18103,0.0,0.70287,0.02769,0.04038,0.80914,0.0,0.0,0.05566,0.16696,0.0211,0.91639,0.0
0.0,0.46949,0.03747,0.0,0.0,0.10701,0.17839,0.15691,0.0,0.0,0.61666,0.06777,0.80341,0.0,0.0
0.0,0.63387,0.02586,0.0,0.0,0.19143,0.12079,0.42917,0.0,0.0,0.13626,0.15271,1.0,0.0,0.0
0.0,0.23288,0.05419,0.0,0.00832,0.09245,0.19767,0.06581,0.0,0.0,0.24945,0.1327,0.19484,0.22802,0.0
0.0,0.13325,0.06122,0.0,0.0,0.10584,0.22948,0.0,0.0,0.0,0.55082,0.07941,0.14166,0.43871,0.0
0.0,0.69116,0.02182,0.41825,0.10618,0.0,0.06347,0.70003,0.0,0.0,0.68878,0.05502,0.0,0.16054,0.24739
0.0,0.0,0.12861,0.0,0.77828,0.02067,0.26664,0.0,0.0,0.0,0.0,0.51956,0.0,0.0,0.36029
0.52661,0.0,0.0,0.18519,0.60425,0.0,0.0,0.33356,0.18181,0.49763,0.0,0.0,0.0,0.0,0.52874
0.42202,0.08184,0.0,0.85276,0.0,0.0,0.0,0.13259,0.23664,0.68524,0.0,0.0,0.0,0.0,0.35639
0.24404,0.46906,0.0,0.41463,0.1139,0.0,0.07344,0.65293,0.0,0.79232,0.0,0.0,0.0,0.0,0.61742
0.0,0.0,0.12685,0.34959,0.2529,0.0,0.20639,0.02459,0.0,0.0,0.85016,0.02649,0.0,0.0,0.65397
0.0,0.50187,0.03519,0.43541,0.0695,0.0,0.07806,0.6311,0.0,0.62317,0.0,0.0,0.0,0.0,0.60456
0.0,0.78082,0.01548,0.51581,0.0,0.0,0.04082,0.80707,0.0,0.65434,0.0,0.0,0.0,0.0,0.47843
0.45872,0.00596,0.0,0.61969,0.0,0.0,0.0,0.0,0.39692,0.2252,0.40512,0.0,0.29447,0.0,0.0
0.43853,0.04591,0.0,0.48871,0.0,0.0,0.0,0.0,0.40732,0.1331,0.64841,0.0,0.15432,0.38858,0.0
0.43119,0.06188,0.0,0.61247,0.0,0.0,0.0,0.0,0.40704,0.09611,0.74611,0.0,0.15046,0.40386,0.0
0.4055,0.11776,0.0,0.4589,0.01956,0.0,0.0,0.0,0.30651,0.20688,0.45353,0.0,0.0,0.88629,0.03351
0.49358,0.0,0.0,0.62602,0.0,0.0,0.0,0.0,0.3576,0.06675,0.82367,0.0,0.0,0.56218,0.12903
0.44404,0.03393,0.0,0.44715,0.0444,0.0,0.0,0.0,0.37019,0.13123,0.65336,0.0,0.16173,0.35921,0.0
0.62936,0.0,0.0,0.53839,0.0,0.0,0.0,0.30915,0.18847,0.41034,0.0,0.0,0.24537,0.0278,0.0
0.53761,0.0,0.0,0.46703,0.0032,0.0,0.0,0.22187,0.21228,0.22567,0.40389,0.0,0.0,0.82704,0.05097
0.25138,0.45309,0.0,0.50858,0.0,0.0,0.0,0.46564,0.14578,0.00883,0.97668,0.0,0.21258,0.15772,0.0
0.23853,0.48104,0.0,0.0,0.71095,0.02694,0.0,0.64956,0.0956,0.33402,0.11767,0.0,0.07939,0.68543,0.0
0.26422,0.42515,0.0,0.24119,0.48456,0.0,0.0,0.73884,0.07125,0.0,0.93789,0.01098,0.07425,0.7058,0.0
0.41835,0.08982,0.0,0.14453,0.69112,0.0,0.0,0.69136,0.0842,0.25202,0.33428,0.0,0.0,0.6358,0.10733
0.35046,0.23752,0.0,0.0,0.88959,0.01029,0.0,0.66761,0.09068,0.0,0.63228,0.06501,0.56401,0.0,0.0
0.0,0.92279,0.00545,0.06323,0.86486,0.0,9e-05,0.99912,0.00012,0.0,0.00984,0.17506,0.57533,0.0,0.0
0.63486,0.0,0.0,0.12195,0.73938,0.0,0.0,0.29309,0.19285,0.0,0.65552,0.0609,0.75767,0.0,0.0
0.0,0.96762,0.00229,0.30262,0.35328,0.0,0.0,0.37368,0.17086,0.49127,0.0,0.0,0.25723,0.0,0.0
0.74128,0.0,0.0,0.61608,0.0,0.0,0.0,0.01756,0.26802,0.36907,0.02509,0.0,0.32284,0.0,0.0
0.56881,0.0,0.0,0.66034,0.0,0.0,0.0,0.10048,0.24539,0.48338,0.0,0.0,0.43258,0.0,0.0
0.0,0.0,0.0855,0.06143,0.86873,0.0,0.19914,0.05888,0.0,0.54317,0.0,0.0,0.0,0.0,0.40495
0.0,0.89788,0.00721,0.0,0.17504,0.07689,0.18821,0.1105,0.0,0.408,0.0,0.0,0.0,0.0,0.47806
0.0,0.38979,0.0431,0.0,0.95242,0.00443,0.21533,0.0,0.0,0.16822,0.55565,0.0,0.0,0.0,0.60612
0.0,0.0,0.19775,0.14363,0.69305,0.0,0.30797,0.0,0.0,0.41683,0.0,0.0,0.0,0.21651,0.23089
0.0,0.10336,0.06334,0.215,0.54054,0.0,0.22464,0.0,0.0,0.47315,0.0,0.0,0.0,0.16281,0.24672
0.0,0.66127,0.02393,0.40921,0.12548,0.0,0.0642,0.69657,0.0,0.30419,0.19647,0.0,0.0,0.3983,0.17732
